question_text,question_context,grade,topic,followup_1,followup_1_context,followup_2,followup_2_context,answer_junior,answer_middle,answer_senior,source
Какие гарантии дают реляционные и нереляционные базы данных? Где физически размещается кэш?,"Представь, что собеседование дошло до модели данных, SQL и гарантий хранения. Тема исходного документа: «Базы данных: типы, гарантии, кэширование».",джун-мидл,бд,а если сервер перезагрузится - что произойдет с данными в кэше?,Интервьюер усложняет исходный кейс и проверяет персистентность и прогрев кэша после рестарта.,"как понять, что закэшированные данные устарели и их пора обновить?",Теперь интервьюер проверяет стратегию обнаружения устаревших значений и последствия выбранного решения.,"Реляционная БД даёт схему, ограничения и транзакции; NoSQL — семейство разных моделей с разными гарантиями, а не отсутствие консистентности. Для джуна достаточно корректно назвать базовые понятия и ход решения; минусом будет ответ без применения к кейсу.","Реляционная БД даёт схему, ограничения и транзакции; NoSQL — семейство разных моделей с разными гарантиями, а не отсутствие консистентности. Кэш может быть локальным или отдельным Redis-кластером; TTL, eviction и invalidation определяют свежесть и переживание рестарта. От мидла ожидается связное решение с контрактами, ошибками и ограничениями.","Реляционная БД даёт схему, ограничения и транзакции; NoSQL — семейство разных моделей с разными гарантиями, а не отсутствие консистентности. Кэш может быть локальным или отдельным Redis-кластером; TTL, eviction и invalidation определяют свежесть и переживание рестарта. Сильный ответ выбирает хранилище по access patterns, consistency/availability, объёму, восстановлению и роли source of truth.",Google Doc «Вопросы для бота»: https://docs.google.com/document/d/1LSoS996VSoVt1HOYazlfqBFc5dgIQ3EmM72rivm6unc/edit?tab=t.0; опорный источник: https://www.postgresql.org/docs/current/
"Что представляет собой транзакция? Можно ли обработать несколько транзакций одновременно, если они затрагивают одну и ту же строку?","Представь, что собеседование дошло до модели данных, SQL и гарантий хранения. Тема исходного документа: «ACID и транзакции».",мидл,бд,"а что произойдет, если транзакция началась, но соединение с клиентом внезапно оборвалось?",Интервьюер усложняет исходный кейс и проверяет жизненный цикл транзакции при обрыве соединения.,"чем отличается ситуация, когда транзакции читают одну строку, от той, когда они её изменяют?",Теперь интервьюер проверяет конкуренцию чтения и записи одной строки и последствия выбранного решения.,"Транзакция объединяет операции с atomicity, consistency, isolation и durability; конкурентные операции регулируются MVCC и блокировками. Для джуна достаточно корректно назвать базовые понятия и ход решения; минусом будет ответ без применения к кейсу.","Транзакция объединяет операции с atomicity, consistency, isolation и durability; конкурентные операции регулируются MVCC и блокировками. При изменении одной строки одна транзакция может ждать или получить конфликт; обрыв клиента приводит к rollback незавершённой транзакции после разрыва соединения. От мидла ожидается связное решение с контрактами, ошибками и ограничениями.","Транзакция объединяет операции с atomicity, consistency, isolation и durability; конкурентные операции регулируются MVCC и блокировками. При изменении одной строки одна транзакция может ждать или получить конфликт; обрыв клиента приводит к rollback незавершённой транзакции после разрыва соединения. Сильный ответ выбирает изоляцию по аномалиям, использует блокировки/optimistic retry и не обещает, что ACID автоматически решает распределённые операции.",Google Doc «Вопросы для бота»: https://docs.google.com/document/d/1LSoS996VSoVt1HOYazlfqBFc5dgIQ3EmM72rivm6unc/edit?tab=t.0; опорный источник: https://www.postgresql.org/docs/current/
Зачем нужны связи между таблицами? Что улучшается и что ухудшается при денормализации? Как индекс влияет на скорость вставки данных?,"Представь, что собеседование дошло до модели данных, SQL и гарантий хранения. Тема исходного документа: «Целостность данных, нормализация, индексы».",мидл,бд,"а если удалить запись, на которую есть внешний ключ из другой таблицы - что должно произойти?",Интервьюер усложняет исходный кейс и проверяет поведение внешнего ключа при удалении.,"как понять, что таблице действительно не хватает индекса, а не просто кажется, что запрос медленный?",Теперь интервьюер проверяет диагностику медленного запроса до добавления индекса и последствия выбранного решения.,"PK/FK/UNIQUE/CHECK обеспечивают целостность; нормализация уменьшает дублирование, денормализация ускоряет конкретные чтения ценой синхронизации. Для джуна достаточно корректно назвать базовые понятия и ход решения; минусом будет ответ без применения к кейсу.","PK/FK/UNIQUE/CHECK обеспечивают целостность; нормализация уменьшает дублирование, денормализация ускоряет конкретные чтения ценой синхронизации. Индекс ускоряет подходящие чтения, но занимает место и замедляет INSERT/UPDATE; необходимость проверяется планом EXPLAIN и статистикой. От мидла ожидается связное решение с контрактами, ошибками и ограничениями.","PK/FK/UNIQUE/CHECK обеспечивают целостность; нормализация уменьшает дублирование, денормализация ускоряет конкретные чтения ценой синхронизации. Индекс ускоряет подходящие чтения, но занимает место и замедляет INSERT/UPDATE; необходимость проверяется планом EXPLAIN и статистикой. Сильный ответ обсуждает cascade/restrict, селективность, составные/частичные индексы, write amplification и измерение до оптимизации.",Google Doc «Вопросы для бота»: https://docs.google.com/document/d/1LSoS996VSoVt1HOYazlfqBFc5dgIQ3EmM72rivm6unc/edit?tab=t.0; опорный источник: https://www.postgresql.org/docs/current/
Как обработать потерянные события? Нужно ли жёстко привязывать отправку в Kafka к основному потоку операции (на примере внесения депозита)? Для чего нужна consumer group?,"Представь, что интервьюер проверяет проектирование интеграции на практическом системном кейсе. Тема исходного документа: «Kafka: отправка событий и надежность».",мидл-сеньор,интеграции,"а как вы отличите событие, которое реально потерялось, от события, которое просто ещё не обработано?",Интервьюер усложняет исходный кейс и проверяет различие задержанного и потерянного события.,что если событие обработалось дважды из-за повторной отправки - как это учитывать на стороне потребителя?,Теперь интервьюер проверяет идемпотентность потребителя при дубле и последствия выбранного решения.,"Нужны подтверждения producer, ретраи, идемпотентный producer и consumer, который безопасно повторяет обработку. Для джуна достаточно корректно назвать базовые понятия и ход решения; минусом будет ответ без применения к кейсу.","Нужны подтверждения producer, ретраи, идемпотентный producer и consumer, который безопасно повторяет обработку. Для атомарности БД и публикации применяется transactional outbox; consumer group распределяет партиции между экземплярами одного логического подписчика. От мидла ожидается связное решение с контрактами, ошибками и ограничениями.","Нужны подтверждения producer, ретраи, идемпотентный producer и consumer, который безопасно повторяет обработку. Для атомарности БД и публикации применяется transactional outbox; consumer group распределяет партиции между экземплярами одного логического подписчика. Сильный ответ раскрывает delivery semantics, commit offset после эффекта, deduplication, DLQ/replay, lag и observability.",Google Doc «Вопросы для бота»: https://docs.google.com/document/d/1LSoS996VSoVt1HOYazlfqBFc5dgIQ3EmM72rivm6unc/edit?tab=t.0; опорный источник: https://kafka.apache.org/41/design/design/
Могут ли несколько consumer'ов одной группы читать одну партицию? Сколько offset'ов у группы на партицию? Как устроена репликация и переключение при падении лидера партиции?,"Представь, что интервьюер проверяет проектирование интеграции на практическом системном кейсе. Тема исходного документа: «Kafka: партиции и репликация».",мидл,интеграции,"а что произойдёт с offset'ом, если consumer упал и не успел его зафиксировать?",Интервьюер усложняет исходный кейс и проверяет повторную обработку после сбоя до commit offset.,"как выбрать правильное число партиций заранее, если сложно предсказать точный объём нагрузки?",Теперь интервьюер проверяет выбор числа партиций и цену изменения и последствия выбранного решения.,В одной consumer group партицию одновременно читает максимум один consumer; offset хранится для каждой пары group-partition. Для джуна достаточно корректно назвать базовые понятия и ход решения; минусом будет ответ без применения к кейсу.,"В одной consumer group партицию одновременно читает максимум один consumer; offset хранится для каждой пары group-partition. Партиции задают параллелизм и порядок по ключу, replicas обеспечивают отказоустойчивость, лидер обслуживает операции. От мидла ожидается связное решение с контрактами, ошибками и ограничениями.","В одной consumer group партицию одновременно читает максимум один consumer; offset хранится для каждой пары group-partition. Партиции задают параллелизм и порядок по ключу, replicas обеспечивают отказоустойчивость, лидер обслуживает операции. Сильный ответ связывает число партиций с throughput и consumer concurrency, объясняет rebalance, ISR, acks и риск незафиксированного offset.",Google Doc «Вопросы для бота»: https://docs.google.com/document/d/1LSoS996VSoVt1HOYazlfqBFc5dgIQ3EmM72rivm6unc/edit?tab=t.0; опорный источник: https://kafka.apache.org/41/design/design/
"Зачем нужны разные методы REST? Обязательно ли использовать все, если можно всё сделать на POST?","Представь, что интервьюер проверяет проектирование интеграции на практическом системном кейсе. Тема исходного документа: «Методы REST и их назначение».",джун,интеграции,а если команда уже привыкла делать всё на POST - как убедите ее перейти на разные методы?,Интервьюер усложняет исходный кейс и проверяет переход команды к стандартной семантике.,"какой метод вы бы выбрали для операции, которая и создает запись, если её нет, и обновляет, если есть?",Теперь интервьюер проверяет выбор метода для upsert и последствия выбранного решения.,"GET читает, POST создаёт/запускает команду, PUT заменяет или создаёт по известному URI, PATCH частично меняет, DELETE удаляет. Для джуна достаточно корректно назвать базовые понятия и ход решения; минусом будет ответ без применения к кейсу.","GET читает, POST создаёт/запускает команду, PUT заменяет или создаёт по известному URI, PATCH частично меняет, DELETE удаляет. Разные методы дают стандартную семантику кэшам, прокси, документации и клиентам; делать всё POST технически можно, но контракт хуже. От мидла ожидается связное решение с контрактами, ошибками и ограничениями.","GET читает, POST создаёт/запускает команду, PUT заменяет или создаёт по известному URI, PATCH частично меняет, DELETE удаляет. Разные методы дают стандартную семантику кэшам, прокси, документации и клиентам; делать всё POST технически можно, но контракт хуже. Сильный ответ различает safe/idempotent, приводит upsert через PUT и объясняет, почему GET с телом плохо совместим с инфраструктурой.",Google Doc «Вопросы для бота»: https://docs.google.com/document/d/1LSoS996VSoVt1HOYazlfqBFc5dgIQ3EmM72rivm6unc/edit?tab=t.0; опорный источник: https://www.rfc-editor.org/rfc/rfc9110
В чём преимущество микросервисов перед монолитом и наоборот?,"Представь, что интервьюер просит обосновать архитектурное решение и его ограничения. Тема исходного документа: «Микросервисы и монолит: преимущества и недостатки».",джун-мидл,архитектура,"а можно ли начать с монолита и потом безболезненно перейти на микросервисы, или это всегда дорогая переделка?",Интервьюер усложняет исходный кейс и проверяет эволюционный переход без big bang.,"что произойдет с производительностью, если разбить систему на слишком мелкие микросервисы?",Теперь интервьюер проверяет вред чрезмерно мелких границ и последствия выбранного решения.,Монолит проще разрабатывать и эксплуатировать в начале; микросервисы дают независимый deployment и масштабирование частей. Для джуна достаточно корректно назвать базовые понятия и ход решения; минусом будет ответ без применения к кейсу.,"Монолит проще разрабатывать и эксплуатировать в начале; микросервисы дают независимый deployment и масштабирование частей. Микросервисы добавляют сеть, eventual consistency, observability, DevOps и сложность тестирования; границы строятся по доменам. От мидла ожидается связное решение с контрактами, ошибками и ограничениями.","Монолит проще разрабатывать и эксплуатировать в начале; микросервисы дают независимый deployment и масштабирование частей. Микросервисы добавляют сеть, eventual consistency, observability, DevOps и сложность тестирования; границы строятся по доменам. Сильный ответ предлагает modular monolith как старт, критерии выделения сервисов и план постепенной миграции по измеримой боли.",Google Doc «Вопросы для бота»: https://docs.google.com/document/d/1LSoS996VSoVt1HOYazlfqBFc5dgIQ3EmM72rivm6unc/edit?tab=t.0; опорный источник: https://docs.aws.amazon.com/wellarchitected/latest/framework/welcome.html
Что такое OAuth 2.0? Как выглядит процесс авторизации через выделенный сервер авторизации?,"Представь, что интервьюер проверяет, как аналитик учитывает угрозы, права и защиту данных. Тема исходного документа: «OAuth 2.0: базовая схема».",джун-мидл,безопасность,а что если пользователь отзовет доступ у стороннего сервиса напрямую в Google - основное приложение узнает об этом сразу?,Интервьюер усложняет исходный кейс и проверяет отзыв согласия и последствия для токена.,"нужно ли основному приложению знать пароль пользователя от Google, чтобы получить токен?",Теперь интервьюер проверяет отсутствие передачи пароля стороннему приложению и последствия выбранного решения.,OAuth 2.0 делегирует доступ: resource owner разрешает client получить access token у authorization server для resource server. Для джуна достаточно корректно назвать базовые понятия и ход решения; минусом будет ответ без применения к кейсу.,"OAuth 2.0 делегирует доступ: resource owner разрешает client получить access token у authorization server для resource server. Для пользовательского входа ожидается authorization code flow с redirect, code exchange, scopes, state и PKCE; пароль Google приложению не передаётся. От мидла ожидается связное решение с контрактами, ошибками и ограничениями.","OAuth 2.0 делегирует доступ: resource owner разрешает client получить access token у authorization server для resource server. Для пользовательского входа ожидается authorization code flow с redirect, code exchange, scopes, state и PKCE; пароль Google приложению не передаётся. Сильный ответ различает OAuth и аутентификацию/OIDC, объясняет redirect URI validation, короткоживущий code и защиту токенов.",Google Doc «Вопросы для бота»: https://docs.google.com/document/d/1LSoS996VSoVt1HOYazlfqBFc5dgIQ3EmM72rivm6unc/edit?tab=t.0; опорный источник: https://www.rfc-editor.org/rfc/rfc6749
Из каких частей состоит JWT? Что именно защищено - шифрование или хэширование?,"Представь, что интервьюер проверяет, как аналитик учитывает угрозы, права и защиту данных. Тема исходного документа: «JWT: структура токена».",джун,безопасность,"а может ли кто-то прочитать данные пользователя внутри JWT, не имея секретного ключа?",Интервьюер усложняет исходный кейс и проверяет конфиденциальность открытого payload.,"что произойдет, если кто-то изменит данные в теле токена вручную, не зная секретного ключа?",Теперь интервьюер проверяет проверку изменения claims подписью и последствия выбранного решения.,"JWT состоит из header, payload и signature в compact serialization; обычный подписанный JWT кодирован, но не зашифрован. Для джуна достаточно корректно назвать базовые понятия и ход решения; минусом будет ответ без применения к кейсу.","JWT состоит из header, payload и signature в compact serialization; обычный подписанный JWT кодирован, но не зашифрован. Подпись защищает целостность и подлинность: payload читается без секрета, но незаметно изменить его нельзя. От мидла ожидается связное решение с контрактами, ошибками и ограничениями.","JWT состоит из header, payload и signature в compact serialization; обычный подписанный JWT кодирован, но не зашифрован. Подпись защищает целостность и подлинность: payload читается без секрета, но незаметно изменить его нельзя. Сильный ответ проверяет alg, issuer, audience, exp/nbf, различает JWS/JWE и не хранит секреты или лишние персональные данные.",Google Doc «Вопросы для бота»: https://docs.google.com/document/d/1LSoS996VSoVt1HOYazlfqBFc5dgIQ3EmM72rivm6unc/edit?tab=t.0; опорный источник: https://www.rfc-editor.org/rfc/rfc7519
Откуда сервис авторизации знает роли и права пользователя при выдаче токена? Кто отвечает за регистрацию и хранение данных пользователя?,"Представь, что интервьюер проверяет, как аналитик учитывает угрозы, права и защиту данных. Тема исходного документа: «OAuth 2.0: передача прав между сервисом авторизации и монолитом».",мидл-сеньор,безопасность,"а что произойдет, если роль пользователя изменится уже после того, как токен выдан?",Интервьюер усложняет исходный кейс и проверяет устаревшие права в уже выданном токене.,что если два сервиса разошлись в данных о правах одного и того же пользователя - как это обнаружить?,Теперь интервьюер проверяет согласованность источников прав и последствия выбранного решения.,Источник ролей должен быть определён явно; authorization server получает claims из user/permission store и выдаёт токен по политике. Для джуна достаточно корректно назвать базовые понятия и ход решения; минусом будет ответ без применения к кейсу.,"Источник ролей должен быть определён явно; authorization server получает claims из user/permission store и выдаёт токен по политике. Изменение роли не меняет уже выданный self-contained token до истечения, поэтому нужны короткий TTL, introspection или revocation/version check. От мидла ожидается связное решение с контрактами, ошибками и ограничениями.","Источник ролей должен быть определён явно; authorization server получает claims из user/permission store и выдаёт токен по политике. Изменение роли не меняет уже выданный self-contained token до истечения, поэтому нужны короткий TTL, introspection или revocation/version check. Сильный ответ разделяет identity и authorization data, задаёт ownership, синхронизацию событиями, аудит и стратегию рассинхронизации.",Google Doc «Вопросы для бота»: https://docs.google.com/document/d/1LSoS996VSoVt1HOYazlfqBFc5dgIQ3EmM72rivm6unc/edit?tab=t.0; опорный источник: https://www.rfc-editor.org/rfc/rfc9700
"Зачем нужен Refresh-токен, если можно просто периодически обновлять Access? Как отозвать токен?","Представь, что интервьюер проверяет, как аналитик учитывает угрозы, права и защиту данных. Тема исходного документа: «Access и Refresh токены».",мидл,безопасность,а что если Refresh-токен тоже украли вместе с Access - как это ограничить?,Интервьюер усложняет исходный кейс и проверяет компрометацию обоих токенов и reuse detection.,"что произойдет с активной сессией пользователя, если вы отозвали его Refresh-токен прямо сейчас?",Теперь интервьюер проверяет влияние отзыва refresh на текущую access-сессию и последствия выбранного решения.,"Короткоживущий access token используется к ресурсам, refresh token — только для получения нового access без повторного входа. Для джуна достаточно корректно назвать базовые понятия и ход решения; минусом будет ответ без применения к кейсу.","Короткоживущий access token используется к ресурсам, refresh token — только для получения нового access без повторного входа. Отзыв реализуется на authorization server; refresh token нужно хранить защищённо, ротировать и выявлять повторное использование. От мидла ожидается связное решение с контрактами, ошибками и ограничениями.","Короткоживущий access token используется к ресурсам, refresh token — только для получения нового access без повторного входа. Отзыв реализуется на authorization server; refresh token нужно хранить защищённо, ротировать и выявлять повторное использование. Сильный ответ связывает TTL с риском, применяет sender-constrained tokens/rotation, revoke grant и объясняет, что отзыв refresh не мгновенно убивает уже выданный access.",Google Doc «Вопросы для бота»: https://docs.google.com/document/d/1LSoS996VSoVt1HOYazlfqBFc5dgIQ3EmM72rivm6unc/edit?tab=t.0; опорный источник: https://www.rfc-editor.org/rfc/rfc9700
В чём разница синхронного и асинхронного взаимодействия? Как реализовать асинхронность поверх HTTP без брокеров сообщений?,"Представь, что интервьюер проверяет проектирование интеграции на практическом системном кейсе. Тема исходного документа: «Синхронное и асинхронное взаимодействие».",джун-мидл,интеграции,а если клиент вообще не поддерживает поллинг и вебхуки - остаются ли варианты асинхронности на HTTP?,Интервьюер усложняет исходный кейс и проверяет ограничения клиента и выбор механизма доставки.,"как часто разумно делать поллинг, чтобы не перегружать сервер и не заставлять пользователя долго ждать?",Теперь интервьюер проверяет частоту polling и backoff и последствия выбранного решения.,Синхронный клиент ждёт результат вызова; асинхронный получает подтверждение принятия и результат позже. Для джуна достаточно корректно назвать базовые понятия и ход решения; минусом будет ответ без применения к кейсу.,"Синхронный клиент ждёт результат вызова; асинхронный получает подтверждение принятия и результат позже. Поверх HTTP используют 202 Accepted + job id и polling, webhook/callback или streaming; нужны статусы и идемпотентность. От мидла ожидается связное решение с контрактами, ошибками и ограничениями.","Синхронный клиент ждёт результат вызова; асинхронный получает подтверждение принятия и результат позже. Поверх HTTP используют 202 Accepted + job id и polling, webhook/callback или streaming; нужны статусы и идемпотентность. Сильный ответ обсуждает таймауты, retry/backoff, webhook delivery, correlation, cancellation, TTL результата и UX.",Google Doc «Вопросы для бота»: https://docs.google.com/document/d/1LSoS996VSoVt1HOYazlfqBFc5dgIQ3EmM72rivm6unc/edit?tab=t.0; опорный источник: https://www.rfc-editor.org/rfc/rfc9110
"В каких инструментах строит UML, C4, ER-диаграммы?","Представь, что интервьюер проверяет работу аналитика с требованиями, моделями и командой. Тема исходного документа: «Опыт с диаграммами и нотациями».",джун-мидл,требования,"а как вы поддерживаете диаграммы актуальными, если система меняется быстрее, чем документация?",Интервьюер усложняет исходный кейс и проверяет поддержание диаграммы актуальной.,"кто, кроме вас, обычно смотрит на эти диаграммы - разработчики, бизнес, оба?",Теперь интервьюер проверяет выбор представления для бизнеса и разработки и последствия выбранного решения.,"Важно назвать не инструмент, а задачу: BPMN для процесса, C4 для архитектуры, sequence для взаимодействий, ER для данных. Для джуна достаточно корректно назвать базовые понятия и ход решения; минусом будет ответ без применения к кейсу.","Важно назвать не инструмент, а задачу: BPMN для процесса, C4 для архитектуры, sequence для взаимодействий, ER для данных. Ожидается реальный пример, аудитория диаграммы, уровень детализации и место хранения рядом с документацией. От мидла ожидается связное решение с контрактами, ошибками и ограничениями.","Важно назвать не инструмент, а задачу: BPMN для процесса, C4 для архитектуры, sequence для взаимодействий, ER для данных. Ожидается реальный пример, аудитория диаграммы, уровень детализации и место хранения рядом с документацией. Сильный ответ описывает version control/diagram-as-code, review при изменениях и сверку с контрактами и системой.",Google Doc «Вопросы для бота»: https://docs.google.com/document/d/1LSoS996VSoVt1HOYazlfqBFc5dgIQ3EmM72rivm6unc/edit?tab=t.0; опорный источник: https://c4model.com/diagrams
Как спроектировать хранение истории смены генеральных директоров юрлиц с учетом изменения ФИО во времени? Агрегация это или композиция?,"Представь, что собеседование дошло до модели данных, SQL и гарантий хранения. Тема исходного документа: «Нормализация БД: кейс с историей смены руководителей».",мидл,бд,"а как хранить ситуацию, если у юрлица одновременно два действующих директора?",Интервьюер усложняет исходный кейс и проверяет кардинальность нескольких действующих директоров.,"что если нужно узнать не просто историю, а кто был директором на конкретную дату в прошлом - хватит ли текущей структуры?",Теперь интервьюер проверяет temporal query на историческую дату и последствия выбранного решения.,"Юрлицо и физлицо — отдельные сущности, назначение директора — связь с valid_from/valid_to; изменения ФИО хранятся отдельной temporal-историей. Для джуна достаточно корректно назвать базовые понятия и ход решения; минусом будет ответ без применения к кейсу.","Юрлицо и физлицо — отдельные сущности, назначение директора — связь с valid_from/valid_to; изменения ФИО хранятся отдельной temporal-историей. Два директора поддерживаются несколькими активными назначениями по правилам; запрос на дату фильтрует интервалы действия. От мидла ожидается связное решение с контрактами, ошибками и ограничениями.","Юрлицо и физлицо — отдельные сущности, назначение директора — связь с valid_from/valid_to; изменения ФИО хранятся отдельной temporal-историей. Два директора поддерживаются несколькими активными назначениями по правилам; запрос на дату фильтрует интервалы действия. Сильный ответ задаёт ограничения пересечений, surrogate/business keys, audit fields и различает композицию доменного объекта и связь в БД.",Google Doc «Вопросы для бота»: https://docs.google.com/document/d/1LSoS996VSoVt1HOYazlfqBFc5dgIQ3EmM72rivm6unc/edit?tab=t.0; опорный источник: https://www.postgresql.org/docs/current/
Есть ли опыт работы с GoF-паттернами? Есть ли опыт с оркестрацией бизнес-процессов?,"Представь, что интервьюер просит обосновать архитектурное решение и его ограничения. Тема исходного документа: «Опыт с паттернами проектирования и BPM».",мидл-сеньор,архитектура,"а приходилось ли встречать в реальном коде паттерн, который вы не сразу узнали, но потом опознали?",Интервьюер усложняет исходный кейс и проверяет распознавание паттерна по ответственности.,чем оркестрация бизнес-процессов в Camunda отличается от простого набора условий в коде?,Теперь интервьюер проверяет отличие исполняемого процесса от условий в сервисе и последствия выбранного решения.,"От аналитика не требуется перечислять GoF, но полезно узнавать Strategy, Factory, Observer и понимать их влияние на контракт и расширяемость. Для джуна достаточно корректно назвать базовые понятия и ход решения; минусом будет ответ без применения к кейсу.","От аналитика не требуется перечислять GoF, но полезно узнавать Strategy, Factory, Observer и понимать их влияние на контракт и расширяемость. BPM-оркестратор хранит состояние долгого процесса, таймеры, retries, human tasks и визуальную модель вместо разрозненных условий. От мидла ожидается связное решение с контрактами, ошибками и ограничениями.","От аналитика не требуется перечислять GoF, но полезно узнавать Strategy, Factory, Observer и понимать их влияние на контракт и расширяемость. BPM-оркестратор хранит состояние долгого процесса, таймеры, retries, human tasks и визуальную модель вместо разрозненных условий. Сильный ответ называет цену движка, versioning процессов, границы оркестрации, observability и критерии, когда обычного кода достаточно.",Google Doc «Вопросы для бота»: https://docs.google.com/document/d/1LSoS996VSoVt1HOYazlfqBFc5dgIQ3EmM72rivm6unc/edit?tab=t.0; опорный источник: https://www.omg.org/bpmn/
